,word_guesses,first_pass,solution_words,solution
1800,Grant;Rod;Eros,Grant I Rod ID Eros SI,Gran;tiro;di;De;Rossi,Gran tiro di De Rossi
1801,va;riso;foro,va PO riso L foro SI,Vapori;solforosi,Vapori solforosi
1802,vela;est;dame;tea;cunei;orma;nidi;porta;zar;leva,RI vela R est U PI dame N tea L cunei NF orma ZI O nidi M porta N zar I leva NTE,Rivelare;stupidamente;alcune;informazioni;d;importanza;rilevante,Rivelare stupidamente alcune informazioni d'importanza rilevante
1803,faretra;sportivi;amare,faretra sportivi amare,Fare;trasporti;via;mare,Fare trasporti via mare
1804,Garda;re,PA Garda BE re,Pagar;da;bere,Pagar da bere
1805,navi;spada;adipe;ara,U navi spada M adipe S C ara,Una;vispa;dama;di;Pescara,Una vispa dama di Pescara
1806,oli;rosa;stati,S oli rosa T TE stati,Solorosa;testatuti,Solorosa testatuti
1807,ramarro;mente,T ramarro Z ZA mente,Tramar;rozzamente,Tramar rozzamente
1808,tra;falci;elette;rio,S tra falci O N elette RA rio,Strafalcione;letterario,Strafalcione letterario
1809,in;lesina,in G lesina IF,Inglesi;naif,Inglesi naif
1810,lettera;stanza,RIF lettera BBA stanza,Rifletter;abbastanza,Rifletter abbastanza
1811,cotta;rado;rosa,S cotta TU rado LO rosa,Scottatura;dolorosa,Scottatura dolorosa
1812,asce;nidi;arto;rado,asce N S I O nidi QU arto G rado,Ascensioni;di;quarto;grado,Ascensioni di quarto grado
1813,pia;adipi;foro,pia NT adipi TO S foro,Pianta;di;pitosforo,Pianta di pitosforo
1814,ape;Libia;astri,C ape L Libia N C astri,Capelli;biancastri,Capelli biancastri
1815,addome;carena,addome STI carena IA,Addomesticare;naia,Addomesticare naia
1816,ori;pirati,MOT ori A S pirati,Motori;aspirati,Motori aspirati
1817,lisca;foro;ante,A lisca foro M B ante,Aliscafo;rombante,Aliscafo rombante
1818,pia;Rabat;tuta;ave,pia N U Rabat tuta D ave NTI,Pianura;battuta;da;venti,Pianura battuta da venti
1819,voga;ante,DI voga L ante,Divo;galante,Divo galante
1820,foro;mani;aperto,TI foro mani ST aperto TTI,Tifo;romanista;per;Totti,Tifo romanista per Totti
1821,creme;tosa;aria,IN creme N tosa L aria L E,Incremento;salariale,Incremento salariale
1822,astice;amici,IMP astice R amici,Impasti;ceramici,Impasti ceramici
1823,assiri;mici,P assiri T mici,Passi;ritmici,Passi ritmici
1824,legge;aperto,legge R aperto SSE,Leggera;pertosse,Leggera pertosse
1825,archi;Novara,B archi Novara TO,Barchino;varato,Barchino varato
1826,onda;onda;Ares;prete;ori;viole;zaini;Qua,S onda C onda NN Ares EM prete RR ori S M O viole N zaini Qua TA,Son;da;condannare;sempre;terrorismo;violenza;iniquità,"Son da condannare sempre terrorismo, violenza, iniquità"
1827,viole;zaini;Magi;ile,viole N zaini M Magi N A B ile,Violenza;inimmaginabile,Violenza inimmaginabile
1828,tredici;meli,M O S tredici meli,Mostre;di;cimeli,Mostre di cimeli
1829,toc;portico;Ario,VO toc portico T R Ario,Voto;porticotra,Voto porticotra
1830,re;alci;colato,C re ME alci OC colato,Creme;al;cioccolato,Creme al cioccolato
1831,portone;foro,portone L BOS foro,Porto;nel;Bosforo,Porto nel Bosforo
1832,larice;ave,DI larice GR ave,Dilarici;grave,Dilarici grave
1833,con;sal;da,con T O sal da TO,Conto;saldato,Conto saldato
1834,rivali;re;ile;ante,rivali G U re D ile V ante,Riva;ligure;di;Levante,Riva ligure di Levante
1835,mi;spada,mi S spada NIA,Miss;Padania,Miss Padania
1836,Ra;urne;Ru;daini;lese,T Ra D urne Ru daini NG lese,Tradur;Neruda;in;inglese,Tradur Neruda in inglese
1837,Novara;Nilo;ali,RIN Novara LCU Nilo C ali,Rinnovar;alcuni;locali,Rinnovar alcuni locali
1838,reatino;uniti,reatino N P uniti,Reati;non;puniti,Reati non puniti
1839,reggimenti;pedine,P reggimenti pedine R I,Preggimenti;pedi,Preggimenti pedi
1840,re;ucciso;pirati,re GAL ucciso S pirati,Regalucci;sospirati,Regalucci sospirati
1841,assiri;avi,B assiri C avi,Bassi;ricavi,Bassi ricavi
1842,allievi;denti;uniti,F allievi denti P uniti,Falli;evidenti;puniti,Falli evidenti puniti
1843,basi;castori,basi LI castori CA,Basilica;storica,Basilica storica
1844,erose;canoe;neri;mango,L erose CAS canoe L E S P I neri mango NO,Le;rose;cascano;e;le;spine;rimangono,Le rose cascano e le spine rimangono
1845,lira;tiare,FIG lira P I tiare,Figli;rapiti;a;re,Figli rapiti a re
1846,avo;daini;arsi;mani,L avo R O daini Z I arsi D O mani,Lavoro;da;iniziarsi;domani,Lavoro da iniziarsi domani
1847,gole;Ain;lese,gole T T Ain G lese,Goletta;inglese,Goletta inglese
1848,rena;teli;ondate;molo;ali,F rena teli R A N ondate S TI molo ali T I,Frenate;l;ira;non;date;stimolo;a;liti,"Frenate l'ira, non date stimolo a liti"
1849,rivali;evita;bile;tanga,A R rivali N evita bile S tanga TA,Arriva;l;inevitabile;stangata,Arriva l'inevitabile stangata
1850,nane;aspi;Garda,U nane R aspi N Garda,Una;nera;spingarda,Una nera spingarda
1851,foro;mani,TI foro mani STA,Tifo;romanista,Tifo romanista
1852,cardi;epa;Gino,cardi NA L epa RI Gino,Cardinale;parigino,Cardinale parigino
1853,basi;cono;strano,basi L I cono strano,Basilico;nostrano,Basilico nostrano
1854,avi;spada;in,L avi spada M in A,La;vispa;damina,La vispa damina
1855,abete;peri;abete,abete T T A peri LDI abete,Ab;etetta;per;il;diabete,Ab etetta per il diabete
1856,gin;astice,gin N astice CHI,Ginnasti;cechi,Ginnasti cechi
1857,pale;otto;denti,pale otto denti T A,Paléto;dentità,Paléto dentità
1858,papi;nari,papi LL O nari GH E,Papillon;a;righi,Papillon a righi
1859,in;ossa;epa;orme;coni;volto,in D ossa R epa N T orme coni LR IS volto,Indossare;pantorme;con;il;risvolto,Indossare pantorme con il risvolto
1860,spada;Giano,RA spada RTI Giano,Raspa;d;artigiano,Raspa d'artigiano
1861,schedina;oli,POR schedina P oli,Porsche;di;Napoli,Porsche di Napoli
1862,Parigi;coda;tacco,IM Parigi O coda T tacco,Impari;gioco;d;attacco,Impari gioco d'attacco
1863,attori;acero;asta,PI attori C acero DIP asta,Piatto;ricacer;od;iposta,Piatto ricacer od iposta
1864,canoe;vento;tori,A R canoe vento S tori C O,Arcano;evento;storico,Arcano evento storico
1865,scia;ante,TI scia B O ante,Tisi;caboante,Tisi caboante
1866,su;sta;per;colato,su RFI sta S per I colato,Surfista;spericolato,Surfista spericolato
1867,ala;tiare;re;su;mente,M ala T tiare G re d'Itaca su AL mente,Malattia;regredita;casualmente,Malattia regredita casualmente
1868,in;daini;mici,in F I daini mici ZI A,Infida;inimicizia,Infida inimicizia
1869,anca;onde;colo;rado,GR anca NY onde L colo rado,Gran;canyon;del;Colorado,Gran canyon del Colorado
1870,can;netta;voga,can Z O netta I N voga,Canzonetta;in;voga,Canzonetta in voga
1871,bara;ari;mici,S bara GLI ari NE mici,Sbaraglia;r;inemici,Sbaraglia r inemici
1872,ava;Libia;chili;pizza,C ava L Libia N chili pizza NI,Cavalli;bianchi;lipizzani,Cavalli bianchi lipizzani
1873,valigia;cani,RI valigia MA I cani,Rivali;giamaicani,Rivali giamaicani
1874,sarte;minio;dio,U sarte R minio dio SI,Usar;termini;odiosi,Usar termini odiosi
1875,sarta;volta;disco;tesi,U sarta L volta MO disco R tesi,Usar;talvolta;modi;scortesi,Usar talvolta modi scortesi
1876,Verdi;Ra;Nino,CO Verdi B Ra Nino TI,Cover;di;brani;noti,Cover di brani noti
1877,collo;dalia,DE collo dalia NTE,Decollo;d;aliante,Decollo d'aliante
1878,Parigi;oca;oli,STI Parigi oca T T oli,Stipar;i;giocattoli,Stipar i giocattoli
1879,raffica;rei;lega;ente,T raffica rei L lega L M ente,Trafficare;illegalmente,Trafficare illegalmente
1880,ode;ramarro,F ode ramarro NE,Fodera;marrone,Fodera marrone
1881,ami;ondate;oliatori,C ami ondate R M oliatori N O,Camion;da;termoli;a;Torino,Camion da termoli a Torino
1882,ori;per;miss;la,TUT ori per miss la,Tutori;permissla,Tutori permissla
1883,nonna;onde;tinello;rade;averi,nonna S C onde R tinello rade L L averi T A,Non;nasconderti;nell;ora;della;verità,Non nasconderti nell'ora della verità
1884,re;stipo;toghe,re GI stipo R toghe S I,Registi;portoghesi,Registi portoghesi
1885,creme;ode;Lena;sci,DE creme NT ode L Lena sci TE,Decremento;delle;nascite,Decremento delle nascite
1886,arma;peri;abete,F arma CI peri LDI abete,Farmacì;per;il;diabete,Farmacì per il diabete
1887,Vi;spada;mina;amo,Vi spada mina ALL amo DA,Vispa;damina;alla;moda,Vispa damina alla moda
1888,arti;rivali,F arti rivali D I,Far;tiri;validi,Far tiri validi
1889,Novara;odi;tesa,PIA Novara T odi N tesa,Piano;varato;d;intesa,Piano varato d'intesa
1890,visi;arcata,visi T arcata NIA,Visitar;Catania,Visitar Catania
1891,corte;sei;lesina,corte sei NG lesina,Cortese;inglesina,Cortese inglesina
1892,onda;lesina,BI onda ING lesina,Bionda;inglesina,Bionda inglesina
1893,mento;di;prete;sei;accetta;ile,AU mento di prete sei N accetta B ile,Aumento;di;pretese;inaccettabile,Aumento di pretese inaccettabile
1894,Cam;setter;Rabat;tuta,Cam setter Rabat tuta,Camse;tt;errab;attutata,Camse tt errab attutata
1895,coni;Libia;chine;Asti,coni G Libia N chine LL Asti A,Conigli;bianchi;nella;stia,Conigli bianchi nella stia
1896,anatre;casco;erta,V anatre S casco P erta,Vana;tresca;scoperta,Vana tresca scoperta
1897,est;Parigi,est IR Parigi GLI,Estirpar;i;gigli,Estirpar i gigli
1898,versi;Rabat;are;per;are;ava;ila;bar;Acca,DO versi AR Rabat T are per T IR are ava N T ila bar Acca,Doversi;arrabattare;per;tirare;avanti;la;baracca,Doversi arrabattare per tirare avanti la baracca
1899,tredici;meli;belli,M O S tredici meli belli CI,Mostre;di;cimeli;bellici,Mostre di cimeli bellici
1900,arcata;versi;on,M arcata AV versi on E,Marcata;avversione,Marcata avversione
1901,arcata;are,F arcata L OG are,Far;catalogare,Far catalogare
1902,cunei;stelo;ali,A L cunei MPO stelo C ali,Alcune;imposte;locali,Alcune imposte locali
1903,assiri;ali,CL assiri V ali,Classi;rivali,Classi rivali
1904,ambi;arpa;alone,C ambi arpa N T alone,Cambiar;pantalone,Cambiar pantalone
1905,ari;Gino;urna,P ari Gino T T urna,Parigi;notturna,Parigi notturna
1906,sedici;Eva;mosca;orana,CA sedici NQU Eva NI mosca N orana,Case;di;cinque;vani;mos;canorana,Case di cinque vani mos canorana
1907,fa;volo;sei;con,fa volo sei con E,Favolose;icone,Favolose icone
1908,Foggia;Varese;est,Foggia PO Varese D est A,Foggia;pova;ridestà,Foggia pova ridestà
1909,Rodi;Gino;oli,P Rodi Gino T EV oli,Prodigi;notevoli,Prodigi notevoli
1910,chiesa;ode;teste;rase;prelati;anni,chiesa V I ode teste rase M prelati R anni D E,Chi;è;savio;detesterà;sempre;la;tirannide,Chi è savio detesterà sempre la tirannide
1911,Bolivia;scie;zio,COM Bolivia scie N zio SI,Combolii;ascienziosi,Combolii ascienziosi
1912,re;spada;toner,C re spada BI toner O,Crespa;d;abito;nero,Crespa d'abito nero
1913,bara;basso;re;dolente,bara basso re dolente,Barabasso;redolente,Barabasso redolente
1914,con;corda;uniti;ari;osti;ante,con corda RE uniti N E R ari osti M OL ante,Concordare;un;itinerario;stimolante,Concordare un itinerario stimolante
1915,esca;remo;ori,S esca KE remo T ori,Sescakerem;o;motori,Sescakerem o motori
1916,pietra;medico;irato;re,EM pietra medico S P irato re,Empie;trame;di;cospiratore,Empie trame di cospiratore
1917,campanello;Era;re,S campanello LL Era re,Scamp;anellerare,Scamp anellerare
1918,lava;zaini;di,lava CAN zaini N di A,La;vacanza;in;India,La vacanza in India
1919,tasso;Todi;abete,tasso AL Todi D I abete,Tasso;alto;di;diabete,Tasso alto di diabete
1920,avi;rase;onda,N avi G A rase C onda,Navigar;a;Seconda,Navigar a Seconda
1921,con;Ti;sal;da;Ti,I con Ti sal da Ti,I;conti;saldati,I conti saldati
1922,mani;starter;ore,mani F E starter R ore,Manifestar;terrore,Manifestar terrore
1923,colle;mento;amare,colle G A mento VI amare,Collegamento;via;mare,Collegamento via mare
1924,starne;lama;Coris,R E starne L lama N Coris,Restar;nella;mancoris,Restar nella mancoris
1925,Libia;ile,A Libia B ile,Alibi;abile,Alibi abile
1926,acino;ontano;ascari,B acino M ontano C ascari,Bacino;montano;cascari,Bacino montano cascari
1927,est;nidi;sarda;gendarme,IF est I nidi sarda N A gendarme,I;festini;di;sardenagendarme,I festini di sardenagendarme
1928,pie;alone,pie RO BA D alone,Piero;Baldalone,Piero Baldalone
1929,sol;Nino;si,sol O Nino I O si,Soloni;noiosi,Soloni noiosi
1930,Foggia;remo;lido,S Foggia remo NI lido RO,Sfoggiare;monili;d;oro,Sfoggiare monili d'oro
1931,Berna;colo;ora,TA Berna colo D ora TO,Tabernacolo;dorato,Tabernacolo dorato
1932,cunei;tea;mento,cunei N tea L I mento,Cuneintea;limento,Cuneintea limento
1933,Libia;astri,VE Libia N C astri,Veli;biancastri,Veli biancastri
1934,lettera;erme,GAL lettera F F erme,Gallette;rafferme,Gallette rafferme
1935,inno;te;Nino,inno te Nino,Innote;nino,Innote nino
1936,Berna;Urali;Ande,Berna T Urali BE V Ande,Ber;naturali;bevande,Ber naturali bevande
1937,colle;zio;nari;meli,colle zio nari meli,Collezionar;i;melî,Collezionar i melî
1938,uniti;Era;ode;taglia,uniti N Era R I ode T taglia T O,Un;itinerario;dettagliato,Un itinerario dettagliato
1939,Messico;dardi,Messico dardi,Messi;codardi,Messi codardi
1940,lancia;oca;pietra,lancia N oca R pietra NI,Lanciano;Carpi;e;Trani,"Lanciano, Carpi e Trani"
1941,arcata;perso;ali,M arcata perso N ali T A,Marcata;personalità,Marcata personalità
1942,con;Qu;sta;su;data,con Qu I sta su data,Conquista;sudata,Conquista sudata
1943,aglio;Edipo;Coco,MED aglio N Edipo Coco STO,Medaglione;di;poco;costo,Medaglione di poco costo
1944,manico;mela;rase,DO manico mela LT rase R A,Domani;come;l;altra;sera,Domani come l'altra sera
1945,la;idea;re,C la RD idea ND re,Clair;dì;de;andre,Clair dì de andre
1946,arcata;la;mi,F arcata P la S mi,Far;cataplasmi,Far cataplasmi
1947,ritti;pirati;dadi,S C ritti I S pirati dadi O,Scritti;ispirati;da;Dio,Scritti ispirati da Dio
1948,asta;di;rase;la,P asta di P U rase MO la,Pasta;di;pura;semola,Pasta di pura semola
1949,balle;Ain;lese,balle R I N Ain G lese,Ballerina;inglese,Ballerina inglese
1950,oste;tela;ceca;rosa;ente,S oste NE tela PA ceca LO rosa M ente,Sostenete;la;pace;calorosamente,Sostenete la pace calorosamente
1951,Grant;ibis;tini,FRA Grant ibis C OT tini,Fragranti;biscottini,Fragranti biscottini
1952,pera;daini;are,O pera daini Z I are,Opera;da;iniziare,Opera da iniziare
1953,tarso;messi,S tarso TTO messi,Star;sottomessi,Star sottomessi
1954,canoa;nave;su;est;rombo,V U L canoa T nave su VI O est rombo LI,Vulcano;Atai;Navesu;i;Ostromboli,"Vulcano, Atai, Navesu i Ostromboli"
1955,schedina;oli,BI schedina P oli,Bische;di;Napoli,Bische di Napoli
1956,vasca;latta,LA vasca R latta,Lava;scarlatta,Lava scarlatta
1957,ondate;vivi;Ti,N ondate vivi N Ti,Non;datevi;vinti,Non datevi vinti
1958,astice;ebri,F astice L ebri,Fasti;celebri,Fasti celebri
1959,vasca;chi;sta,BRA vasca C chi sta,Brava;scacchista,Brava scacchista
1960,di;Aletto;spada,di Aletto CI spada NO,Dialetto;cispadano,Dialetto cispadano
1961,orci;arpa;orme,A CC orci arpa N T orme,Accorciar;pantorme,Accorciar pantorme
1962,lidi;con;orme;or,V A lidi con orme T T or,Validi;conformettor,Validi conformettor
1963,Grant;foca;pia,Grant UF foca R pia TO,Gran;tuffo;carpiato,Gran tuffo carpiato
1964,Messico;lenti,COM Messico R PU lenti,Commessi;corpulenti,Commessi corpulenti
1965,oca;tori;ibisco;occhi,GI oca tori D ibisco I FI occhi,Giocatori;di;Bis;Coi;fiocchi,Giocatori di Bis Coi fiocchi
1966,schedina;chino,BI schedina N chino,Bische;di;Nanchino,Bische di Nanchino
1967,cast;la;Tati,cast ELL: la SI Tati,Castelli;lasciati,Castelli lasciati
1968,ontano;tea;pica,P ontano NI tea TI pica,Pontanoni;teatica,Pontanoni teatica
1969,gerla;basi,LEG gerla N A basi,Legger;l;anabasi,Legger l'anabasi
1970,veranda;mento;di;colato,A veranda mento di N O C colato,Aver;andamento;dinoccolato,Aver andamento dinoccolato
1971,pia;Novara;totem;pesti;va;mente,pia Novara totem pesti va mente,Piano;varato;tempestivamente,Piano varato tempestivamente
1972,viole;zaini,viole N zaini QU A,Violenza;iniqua,Violenza iniqua
1973,astri;tese;rado;gin;in;etti,G astri tese VE rado RI gin E in F etti VA,Gastrite;severa;d;origine;infettiva,Gastrite severa d'origine infettiva
1974,con;ultime;rima;dati,con S ultime DI CI rima N dati,Consulti;medici;rimandati,Consulti medici rimandati
1975,schedina;mici,BI schedina mici TA,Bis;che;dinamicità,Bis che dinamicità
1976,sardella;re;mi;oli,U sardella re N O mi G N oli,Usar;dell;arenomignoli,Usar dell arenomignoli
1977,ceca;ore;arto,VI ceca P ore P arto,Vice;caporeparto,Vice caporeparto
1978,ala;tiare;dita,M ala T tiare G R E dita,Malattia;regredita,Malattia regredita
1979,Sei;Ciampi;Vitti;Dioscuri;Segni;Einaudi;nona;vera;cuna;ance,Sei N Ciampi Vitti MA Dioscuri D I Segni Einaudi T O nona vera I cuna CH ance ...,Se;inciampi;vittima;di;oscuri;disegni;è;inaudito;non;aver;alcuni;chancel;che;non;hanno,"Se inciampi, vittima di oscuri disegni, è inaudito non aver alcuni chancel che non hanno"
1980,Fo;daini;zio,Fo R daini E zio NE,Ford;a;iniezione,Ford a iniezione
1981,Nino;alto,PA Nino alto NNO,Panino;al;tonno,Panino al tonno
1982,parti;tea;pinna;colo,parti tea pinna colo,Partite;a;pinacolo,Partite a pinacolo
1983,in;venti;vasca,in venti vasca R S A,Inventiva;scarsa,Inventiva scarsa
1984,narici;abile,LA narici CL abile,Lana;riciclabile,Lana riciclabile
1985,tata;car;frac;starter;Corea;su;lime,ES tata car L A frac CI starter SI Corea su B lime,è;stata;carla;fracci;star;tersicorea;sublime,è stata carla fracci star tersicorea sublime
1986,oste;giostra;ontano,P oste G giostra C ontano,Posteggio;stracontano,Posteggio stracontano
1987,fa;est;falci,fa R est RA falci O NI,Fare;strafalcioni,Fare strafalcioni
1988,canoe;mine,D E canoe mine N T E,Decano;eminente,Decano eminente
1989,Libia;Che,A Libia N Che,Ali;bianche,Ali bianche
1990,canne;rotti,S canne rotti MO,Scanner;ottimo,Scanner ottimo
1991,aule;olivo;dive;chili,B aule C olivo dive C chili BRI,Baule;colvi;do;vecchi;libri,Baule colvi do vecchi libri
1992,notes;franco;are,MA notes franco C C are,Mano;ters;fra;coccare,Mano ters fra coccare
1993,sarta;pino;ali,U sarta P pino R M ali,Usar;tappi;normali,Usar tappi normali
1994,minio;dio,UO minio dio SI,Uomini;odiosi,Uomini odiosi
1995,asse;ondate,C asse SF ondate,Casse;sfondate,Casse sfondate
1996,re;dama;sarda,F re D dama N sarda,Fredda;mansarda,Fredda mansarda
1997,valigia;astri,O valigia LL astri,Ovali;giallastri,Ovali giallastri
